Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
; ;Ordenador Dell Preci;Ordenadores,Torres ;345; ; ; ; ; ; ; ;6910DPT58103GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Xeon E5 1607 v3 3.1Ghz/16GB/240SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />GRADO B<br /><br />Ordenador de Torre<br /><br />Especificaciones:<br /><br />· Marca                                             Dell<br />· Procesador                                    Intel Xeon E5 1607 v3 (4 nucleos @ 3.1Ghz)<br />· Gráfica dedicada                           Nvidia NVS310 de 1 GB Dedicado. <br />· Disco Duro                                     240GB SDD (Varias marcas, segun disponibilidad)<br />· Memorias                                      16GB DDR4<br />· Lector/Grabador                           Grabadora de DVD<br />· Conexiones frontales     x1 USB 3.0, x3 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4 USB 3.0, x2 USB 2.0, x1 RJ45, 1x puerto serie, x2 Jack de audio, x2 PS2, <br />x2 DisplayPort<br /><br /><br />- No incluyen cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910dpt58103gb_1.jpg; ; ;Memoria RAM:16GB:1:0, Procesador:Intel i7:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Dell Optip;Ordenadores,Sobremesas SFF ;55; ; ; ; ; ; ; ;6910D7552GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core2Duo E6550 2.33Ghz/4GB/120SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales.<br /><br />Estos equipos incluyen incluyen licencia de Windows 7 Pro<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Procesador     Intel Core2Duo E6550 (2 nucleos @ 2.33 Ghz)<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR2 (4 ZOCALOS)<br />· Lector/Grabador     Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x6 USB 2.0, x1 VGA, x1 RJ45, x1 Puerto Serie, x1 Puerto Paralelo, x2 Jack de audio (Line In/Out) <br /><br />· Incluyen cable de alimentacion<br />· Sistema operativo Preinstalado Windows 10 Pro<br />· Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910d7552gb_1.jpg; ; ;Memoria RAM:4GB:1:0, Procesador:Intel DualCore Core2:2:0, Sistema operativo:Windows 7:3:0, Marca:Dell:4:0, Tipo:Sobremesa SFF:5:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Dell Optip;Ordenadores,Sobremesas SFF ;55; ; ; ; ; ; ; ;6910DO7802GB; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; (Intel Core2Duo E8400 3.0Ghz/4GB/120SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Procesador     Intel Core2duo E8400 (2 nucleos @ 3.00 Ghz, 4 hilos)<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (4 ZOCALOS)<br />· Lector/Grabador    Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x6 USB 2.0, x1 VGA, x1 RJ45, x1 eSATA, x2 Jack de audio    (Line In/Out/Mic)<br />· Otras conexiones    (1) PCIe X16 , (2) PCI<br /><br />- Incluyen Sistema Operativo Windows 10 PRO Preinstalado.<br />- Incluye cable de alimentación<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910do7802gb_1.jpg; ; ;Memoria RAM:4GB:1:0, Procesador:Intel DualCore Core2:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Dell Optip;Ordenadores,Sobremesas SFF ;55; ; ; ; ; ; ; ;6910DO7803GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; (Intel Core2Duo E7500 2.93Ghz/4GB/120SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Dell<br />· Procesador     Intel Core2duo E7500 (2 nucleos @ 2.93 Ghz, 4 hilos)<br />· Disco Duro     120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (4 ZOCALOS)<br />· Lector/Grabador    Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x6 USB 2.0, x1 VGA, x1 RJ45, x1 eSATA, x2 Jack de audio    (Line In/Out/Mic)<br />· Otras conexiones    (1) PCIe X16 , (2) PCI<br /><br />- Incluyen Sistema Operativo Windows 10 PRO Preinstalado.<br />- Incluye cable de alimentación<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910do7803gb_1.jpg; ; ;Memoria RAM:4GB:1:0, Procesador:Intel DualCore Core2:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Lenovo M71;Ordenadores,Sobremesas SFF ;99; ; ; ; ; ; ; ;6910LENM71E1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Pentium G630 2.7GHz/4GB/500GB/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 7 PRO, con Preinstalación de Windows 10<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Pentium G630 (2 nucleos @ 2.7 Ghz)<br />· Disco Duro     500GB SATA HDD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3<br />· Lector/Grabador     Lector de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4 USB 2.0, x1 DVI, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 Puerto Ps/2, x3 Jack de audio   (Line In/Out/Mic) <br /><br /><br />- No incluye cable de alimentacion<br />- No incluyen Sistema Operativo instalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lenm71e1gb_1.jpg; ; ;Memoria RAM:4GB:1:0, Disco Duro:500GB:2:0, Procesador:Intel DualCore Core2:3:0, Sistema operativo:Windows 7:4:0, Marca:Lenovo:5:0, Tipo:Sobremesa SFF:6:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Lenovo M73;Ordenadores,Sobremesas SFF ;65; ; ; ; ; ; ; ;6910LENM73110GB; ; ; ; ; ; ; ; ; ; ; ; ; ;55; ; ; ; ; ; ; ; (Intel Pentium G1820 2.7Ghz/4GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca                   Lenovo<br />· Procesador           Intel Pentium G1820 (2 nucleos @ 2.7 Ghz)<br />· Disco Duro            120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias              4GB DDR3 (2 ZOCALOS)<br />· Lector/Grabador    NO<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 3.0, x2 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br /><br />- Sistema operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lenm73110gb_1.jpg; ; ;Memoria RAM:4GB:1:0, Procesador:Intel DualCore Core2:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Lenovo M73;Ordenadores,Sobremesas SFF ;75; ; ; ; ; ; ; ;6910LENM73123GB; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; (Intel Pentium G3220 3.0Ghz/4GB/240SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca                   Lenovo<br />· Procesador           Intel Pentium G3220 (2 nucleos @ 3.0 Ghz)<br />· Disco Duro            240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias              4GB DDR3 (2 ZOCALOS)<br />· Lector/Grabador    Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 3.0, x2 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br /><br />- Sistema operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lenm73123gb_1.jpg; ; ;Memoria RAM:4GB:1:0, Procesador:Intel DualCore Core2:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Lenovo M73;Ordenadores,Sobremesas SFF ;75; ; ; ; ; ; ; ;6910LENM7318GB; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; (Intel Pentium G1820 2.7Ghz/4GB/240SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca                   Lenovo<br />· Procesador           Intel Pentium G1820 (2 nucleos @ 2.7 Ghz)<br />· Disco Duro            240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias              4GB DDR3 (2 ZOCALOS)<br />· Lector/Grabador    NO<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 3.0, x2 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br /><br />- Sistema operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lenm7318gb_1.jpg; ; ;Memoria RAM:4GB:1:0, Procesador:Intel DualCore Core2:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 800 G4 ;Ordenadores,Sobremesas SFF ;189; ; ; ; ; ; ; ;6910HP800G41GA; ; ; ; ; ; ; ; ; ; ; ; ; ;125; ; ; ; ; ; ; ; (Intel Core i3 8300 3.7Ghz/8GB/256SSD-M.2/NO-DVD/W10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 10 PRO<br /><br />Ordenador de SFF<br /><br />GRADO A<br /><br />Especificaciones:<br /><br />· Marca                              HP<br />· Procesador                      Intel Core i3 8300 (Frecuencia base @ 3.7 Ghz 4 nucleos)<br />· Disco Duro                       256GB SSD M.2 (Varias marcas, segun disponibilidad)<br />· Memorias                         8GB DDR4 (2 ZOCALOS)<br />· Lector/Grabador              NO<br />· Conexiones frontales       x2 USB 3.0, x2 USB 2.0 x2 Jack de audio, x1 USB C<br />· Conexiones traseras        x4 USB 3.0, x2 USB 2.0 x, x2 Displayport, x1 RJ45, x2 Jack de audio (Line In/Out)<br />· Otras conexiones             x1 PCIE X16, x2 PCIE X1, x1 PCIE X16(X4), x2 M.2 PCIe, x1 (para almacenamiento) M.2 PCIe x1 2230 (para WLAN)<br /><br /><br />- Incluyen Sistema Operativo Windows 10 PRO Preinstalado<br />- Incluyen cables de alimentación<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g41ga_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 10:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 8300 SF;Ordenadores,Sobremesas SFF ;89; ; ; ; ; ; ; ;6910HP830010GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; (Intel Core i3 3220 3.3Ghz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />Ordenador SFF<br /><br />Especificaciones:<br /><br />· Marca                             HP<br />· Procesador                     Intel Core i3 3220  @ 3.3 Ghz<br />· Gráficos                          HD Intel 2500<br />· Disco Duro                     120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                       8GB DDR3 (4 ZOCALOS)<br />· Lector/Grabador             No<br />· Conexiones frontales     x4 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras      x2 USB 2.0, x4 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 PS/2     Raton/Teclado, x2 Jack de audio (Line In/Out) <br />· Otras conexiones Pci:	3 PCI  1 PCIe x1 2 PCIe  x16<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp830010gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 8300 SF;Ordenadores,Sobremesas SFF ;95; ; ; ; ; ; ; ;6910HP830011GB; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ; ; ; ; ; (Intel Core i3 3220 3.3Ghz/8GB/120SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />Ordenador SFF<br /><br />Especificaciones:<br /><br />· Marca                             HP<br />· Procesador                     Intel Core i3 3220  @ 3.3 Ghz<br />· Gráficos                          HD Intel 2500<br />· Disco Duro                     120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                       8GB DDR3 (4 ZOCALOS)<br />· Lector/Grabador             Lector de DVD<br />· Conexiones frontales     x4 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras      x2 USB 2.0, x4 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 PS/2     Raton/Teclado, x2 Jack de audio (Line In/Out) <br />· Otras conexiones Pci:	3 PCI  1 PCIe x1 2 PCIe  x16<br /><br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp830011gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 8300 SF;Ordenadores,Sobremesas SFF ;95; ; ; ; ; ; ; ;6910HP830013GB; ; ; ; ; ; ; ; ; ; ; ; ; ;69; ; ; ; ; ; ; ; (Intel Core i3 3220 3.3Ghz/8GB/240SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />GRADO B<br /><br />Ordenador SFF<br /><br />Especificaciones:<br /><br />· Marca                             HP<br />· Procesador                     Intel Core i3 3220  @ 3.3 Ghz<br />· Gráficos                          HD Intel 2500<br />· Disco Duro                     240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                       8GB DDR3 (4 ZOCALOS)<br />· Lector/Grabador             Lector de DVD<br />· Conexiones frontales     x4 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras      x2 USB 2.0, x4 USB 3.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 PS/2     Raton/Teclado, x2 Jack de audio (Line In/Out) <br />· Otras conexiones Pci:	3 PCI  1 PCIe x1 2 PCIe  x16<br /><br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp830013gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP Z200 Wo;Ordenadores,Sobremesas SFF ;159; ; ; ; ; ; ; ;6910HPZ2002A; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; (Intel Core i3 530 2.93GHz/4GB/500GB/DVDRW/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Incluye licencia de Windows 7 PRO<br /><br />Ordenador Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i3 530 (2 nucleos @ 2.93 Ghz, 4 hilos)<br />· Disco Duro     500GB SATA HDD (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3<br />· Lector/Grabador   Grabadora de DVD<br />· Conexiones frontales     x4 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x6 USB 2.0, x1 DVI, x1 DisplayPort, x1 RJ45, x1 Puerto Serie, x2 PS/2 Raton/Teclado, x3 Jack de audio (Line In/Out)<br />· Lector de tarjetas frontal 3.5"<br /><br /><br />- Incluye cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpz2002a_1.jpg; ; ;Memoria RAM:4GB:1:0, Disco Duro:500GB:2:0, Procesador:Intel i3:3:0, Sistema operativo:Windows 7:4:0, Tipo:Sobremesa SFF:5:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Lenovo E73;Ordenadores,Sobremesas SFF ;115; ; ; ; ; ; ; ;6910LENE731GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i3 4130 3.4Ghz/8GB/120SSD/DVDRW/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i3 4130  (2 nucleos @ 3.4 Ghz, 4 hilos)<br />· Disco Duro     120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 (2 zocalos)<br />· Lector/Grabador     Grabadora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 3.0, x2 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br /><br />- Sistema operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lene731gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Lenovo E73;Ordenadores,Sobremesas SFF ;109; ; ; ; ; ; ; ;6910LENE739GBGB; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; (Intel Core i3 4130 3.4Ghz/8GB/240SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />GRADO B<br /><br />Ordenador de Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     Lenovo<br />· Procesador     Intel Core i3 4130  (2 nucleos @ 3.4 Ghz, 4 hilos)<br />· Disco Duro     240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 (2 zocalos)<br />· Lector/Grabador     Lectora de DVD<br />· Conexiones frontales     x2 USB 2.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 3.0, x2 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack de audio    (Line In/Out/Mic)<br /><br />- Sistema operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lene739gbgb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Lenovo SFF;Ordenadores,Sobremesas SFF ;129; ; ; ; ; ; ; ;6910LENM710E4GB; ; ; ; ; ; ; ; ; ; ; ; ; ;111; ; ; ; ; ; ; ; (Intel Core i3 7100 3.9Ghz/8GB/240SSD/NO-DVD/W10P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 10 Pro.<br /><br />Ordenador de Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                            Lenovo<br />· Procesador                    Intel Core i3 7100  (2 nucleos, 4 hilos @ 3.90 Ghz)<br />· Gráfica                          Intel HD Graphics 630<br />· Disco Duro                     240GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias                      8GB DDR4 (4 ZOCALOS)<br />· Lector/Grabador           NO<br />· Conexiones frontales    x4 USB 3.0, x2 Jack de audio<br />· Conexiones traseras     x4 USB 3.0, x2 DisplayPort,x1 VGA, x1 RJ45, x1 Puerto Serie, x3 Jack audio, x2 PS2<br />· Otras conexiones          Pci Express: 2x1, 1x16<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lenm710e4gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 10:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
